Mod:Item:MetaData, Localized Name
projectred-exploration:iron_sickle, Iron Sickle
projectred-exploration:golden_sickle, Golden Sickle
projectred-exploration:ruby_sickle, Ruby Sickle
projectred-exploration:sapphire_sickle, Sapphire Sickle
projectred-exploration:peridot_sickle, Peridot Sickle
projectred-exploration:diamond_sickle, Diamond Sickle
projectred-exploration:ruby_helmet, Ruby Helmet
projectred-exploration:ruby_chestplate, Ruby Chestplate
projectred-exploration:ruby_leggings, Ruby Leggings
projectred-exploration:ruby_boots, Ruby Boots
projectred-exploration:sapphire_helmet, Sapphire Helmet
projectred-exploration:sapphire_chestplate, Sapphire Chestplate
projectred-exploration:sapphire_leggings, Sapphire Leggings
projectred-exploration:sapphire_boots, Sapphire Boots
projectred-exploration:peridot_helmet, Peridot Helmet
projectred-exploration:peridot_chestplate, Peridot Chestplate
projectred-exploration:peridot_leggings, Peridot Leggings
projectred-exploration:peridot_boots, Peridot Boots
quantumstorage:quantumdsu, Quantum Storage Unit
quantumstorage:quantumtank, Quantum Tank
quantumstorage:renderupgrade, Upgrade Render
rangedpumps:pump, Pump
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:storage:0, Copper Block
thermalfoundation:storage:1, Tin Block
thermalfoundation:storage:2, Silver Block
thermalfoundation:storage:3, Lead Block
thermalfoundation:storage:4, Aluminum Block
thermalfoundation:storage:5, Nickel Block
thermalfoundation:storage:6, Platinum Block
thermalfoundation:storage:7, Iridium Block
thermalfoundation:storage:8, Mana Infused Block
thermalfoundation:storage_alloy:0, Steel Block
thermalfoundation:storage_alloy:1, Electrum Block
thermalfoundation:storage_alloy:2, Invar Block
thermalfoundation:storage_alloy:3, Bronze Block
thermalfoundation:storage_alloy:4, Constantan Block
thermalfoundation:storage_alloy:5, Signalum Block
thermalfoundation:storage_alloy:6, Lumium Block
thermalfoundation:storage_alloy:7, Enderium Block
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
thermalfoundation:glass_alloy:6, Hardened Lumium Glass
thermalfoundation:glass_alloy:7, Hardened Enderium Glass
thermalfoundation:rockwool:0, Black Rockwool
thermalfoundation:rockwool:1, Red Rockwool
thermalfoundation:rockwool:2, Green Rockwool
thermalfoundation:rockwool:3, Brown Rockwool
thermalfoundation:rockwool:4, Blue Rockwool
thermalfoundation:rockwool:5, Purple Rockwool
thermalfoundation:rockwool:6, Cyan Rockwool
thermalfoundation:rockwool:7, Light Gray Rockwool
thermalfoundation:rockwool:8, Gray Rockwool
thermalfoundation:rockwool:9, Pink Rockwool
thermalfoundation:rockwool:10, Lime Rockwool
thermalfoundation:rockwool:11, Yellow Rockwool
thermalfoundation:rockwool:12, Light Blue Rockwool
thermalfoundation:rockwool:13, Magenta Rockwool
thermalfoundation:rockwool:14, Orange Rockwool
thermalfoundation:rockwool:15, White Rockwool
thermalfoundation:wrench:0, Crescent Hammer
thermalfoundation:meter:0, Multimeter
thermalfoundation:tome:0, Forge Lexicon
thermalfoundation:security:0, Signalum Security Lock
thermalfoundation:diagram:0, Schematic
thermalfoundation:diagram:3, Redprint
thermalfoundation:coin:0, Iron Coin
thermalfoundation:coin:1, Gold Coin
thermalfoundation:coin:64, Copper Coin
thermalfoundation:coin:65, Tin Coin
thermalfoundation:coin:66, Silver Coin
thermalfoundation:coin:67, Lead Coin
thermalfoundation:coin:68, Aluminum Coin
thermalfoundation:coin:69, Nickel Coin
thermalfoundation:coin:70, Platinum Coin
thermalfoundation:coin:71, Iridium Coin
thermalfoundation:coin:72, Mana Infused Coin
thermalfoundation:coin:96, Steel Coin
thermalfoundation:coin:97, Electrum Coin
thermalfoundation:coin:98, Invar Coin
thermalfoundation:coin:99, Bronze Coin
thermalfoundation:coin:100, Constantan Coin
thermalfoundation:coin:101, Signalum Coin
thermalfoundation:coin:102, Lumium Coin
thermalfoundation:coin:103, Enderium Coin
thermalfoundation:fertilizer:0, Phyto-Gro
thermalfoundation:fertilizer:1, Rich Phyto-Gro
thermalfoundation:fertilizer:2, Fluxed Phyto-Gro
thermalfoundation:material:0, Pulverized Iron
thermalfoundation:material:1, Pulverized Gold
thermalfoundation:material:16, Diamond Nugget
thermalfoundation:material:24, Iron Gear
thermalfoundation:material:25, Gold Gear
thermalfoundation:material:32, Iron Plate
thermalfoundation:material:33, Gold Plate
thermalfoundation:material:64, Pulverized Copper
thermalfoundation:material:65, Pulverized Tin
thermalfoundation:material:66, Pulverized Silver
thermalfoundation:material:67, Pulverized Lead
thermalfoundation:material:68, Pulverized Aluminum
thermalfoundation:material:69, Pulverized Nickel
thermalfoundation:material:70, Pulverized Platinum
thermalfoundation:material:71, Pulverized Iridium
thermalfoundation:material:72, Pulverized Mana Infused Metal
thermalfoundation:material:96, Steel Blend
thermalfoundation:material:97, Electrum Blend
thermalfoundation:material:98, Invar Blend
thermalfoundation:material:99, Bronze Blend
thermalfoundation:material:100, Constantan Blend
thermalfoundation:material:101, Signalum Blend
thermalfoundation:material:102, Lumium Blend
thermalfoundation:material:103, Enderium Blend
thermalfoundation:material:128, Copper Ingot
thermalfoundation:material:129, Tin Ingot
thermalfoundation:material:130, Silver Ingot
thermalfoundation:material:131, Lead Ingot
thermalfoundation:material:132, Aluminum Ingot
thermalfoundation:material:133, Nickel Ingot
thermalfoundation:material:134, Platinum Ingot
thermalfoundation:material:135, Iridium Ingot
thermalfoundation:material:136, Mana Infused Ingot
thermalfoundation:material:160, Steel Ingot
thermalfoundation:material:161, Electrum Ingot
thermalfoundation:material:162, Invar Ingot
thermalfoundation:material:163, Bronze Ingot
thermalfoundation:material:164, Constantan Ingot
thermalfoundation:material:165, Signalum Ingot
thermalfoundation:material:166, Lumium Ingot
thermalfoundation:material:167, Enderium Ingot
thermalfoundation:material:192, Copper Nugget
thermalfoundation:material:193, Tin Nugget
thermalfoundation:material:194, Silver Nugget
thermalfoundation:material:195, Lead Nugget
thermalfoundation:material:196, Aluminum Nugget
thermalfoundation:material:197, Nickel Nugget
thermalfoundation:material:198, Platinum Nugget
thermalfoundation:material:199, Iridium Nugget
thermalfoundation:material:200, Mana Infused Nugget
thermalfoundation:material:224, Steel Nugget
thermalfoundation:material:225, Electrum Nugget
thermalfoundation:material:226, Invar Nugget
thermalfoundation:material:227, Bronze Nugget
thermalfoundation:material:228, Constantan Nugget
thermalfoundation:material:229, Signalum Nugget
thermalfoundation:material:230, Lumium Nugget
thermalfoundation:material:231, Enderium Nugget
thermalfoundation:material:256, Copper Gear
thermalfoundation:material:257, Tin Gear
thermalfoundation:material:258, Silver Gear
thermalfoundation:material:259, Lead Gear
thermalfoundation:material:260, Aluminum Gear
thermalfoundation:material:261, Nickel Gear
thermalfoundation:material:262, Platinum Gear
thermalfoundation:material:263, Iridium Gear
thermalfoundation:material:264, Mana Infused Gear
thermalfoundation:material:288, Steel Gear
thermalfoundation:material:289, Electrum Gear
thermalfoundation:material:290, Invar Gear
thermalfoundation:material:291, Bronze Gear
thermalfoundation:material:292, Constantan Gear
thermalfoundation:material:293, Signalum Gear
thermalfoundation:material:294, Lumium Gear
thermalfoundation:material:295, Enderium Gear
thermalfoundation:material:320, Copper Plate
thermalfoundation:material:321, Tin Plate
thermalfoundation:material:322, Silver Plate
thermalfoundation:material:323, Lead Plate
thermalfoundation:material:324, Aluminum Plate
thermalfoundation:material:325, Nickel Plate
thermalfoundation:material:326, Platinum Plate
thermalfoundation:material:327, Iridium Plate
thermalfoundation:material:328, Mana Infused Plate
thermalfoundation:material:352, Steel Plate
thermalfoundation:material:353, Electrum Plate
thermalfoundation:material:354, Invar Plate
thermalfoundation:material:355, Bronze Plate
thermalfoundation:material:356, Constantan Plate
thermalfoundation:material:357, Signalum Plate
thermalfoundation:material:358, Lumium Plate
thermalfoundation:material:359, Enderium Plate
thermalfoundation:material:512, Redstone Servo
thermalfoundation:material:513, Redstone Reception Coil
thermalfoundation:material:514, Redstone Transmission Coil
thermalfoundation:material:515, Redstone Conductance Coil
thermalfoundation:material:768, Pulverized Coal
thermalfoundation:material:769, Pulverized Charcoal
thermalfoundation:material:770, Pulverized Obsidian
thermalfoundation:material:771, Sulfur
thermalfoundation:material:772, Niter
thermalfoundation:material:800, Sawdust
thermalfoundation:material:801, Compressed Sawdust
thermalfoundation:material:802, Coal Coke
thermalfoundation:material:832, Rosin
thermalfoundation:material:833, Tar
thermalfoundation:material:864, Slag
thermalfoundation:material:865, Rich Slag
thermalfoundation:material:866, Cinnabar
thermalfoundation:material:1024, Pyrotheum Dust
thermalfoundation:material:1025, Cryotheum Dust
thermalfoundation:material:1026, Aerotheum Dust
thermalfoundation:material:1027, Petrotheum Dust
thermalfoundation:material:1028, Mana Dust
thermalfoundation:material:2048, Blizz Rod
thermalfoundation:material:2049, Blizz Powder
thermalfoundation:material:2050, Blitz Rod
thermalfoundation:material:2051, Blitz Powder
thermalfoundation:material:2052, Basalz Rod
thermalfoundation:material:2053, Basalz Powder
thermalfoundation:geode:0, Geode
thermalfoundation:armor.helmet_copper, Copper Helmet
thermalfoundation:armor.plate_copper, Copper Chestplate
thermalfoundation:armor.legs_copper, Copper Leggings
thermalfoundation:armor.boots_copper, Copper Boots
thermalfoundation:armor.helmet_tin, Tin Helmet
thermalfoundation:armor.plate_tin, Tin Chestplate
thermalfoundation:armor.legs_tin, Tin Leggings
thermalfoundation:armor.boots_tin, Tin Boots
thermalfoundation:armor.helmet_silver, Silver Helmet
thermalfoundation:armor.plate_silver, Silver Chestplate
thermalfoundation:armor.legs_silver, Silver Leggings
thermalfoundation:armor.boots_silver, Silver Boots
thermalfoundation:armor.helmet_lead, Lead Helmet
thermalfoundation:armor.plate_lead, Lead Chestplate
thermalfoundation:armor.legs_lead, Lead Leggings
thermalfoundation:armor.boots_lead, Lead Boots
thermalfoundation:armor.helmet_nickel, Nickel Helmet
thermalfoundation:armor.plate_nickel, Nickel Chestplate
thermalfoundation:armor.legs_nickel, Nickel Leggings
thermalfoundation:armor.boots_nickel, Nickel Boots
thermalfoundation:armor.helmet_platinum, Platinum Helmet
thermalfoundation:armor.plate_platinum, Platinum Chestplate
thermalfoundation:armor.legs_platinum, Platinum Leggings
thermalfoundation:armor.boots_platinum, Platinum Boots
thermalfoundation:armor.helmet_electrum, Electrum Helmet
thermalfoundation:armor.plate_electrum, Electrum Chestplate
thermalfoundation:armor.legs_electrum, Electrum Leggings
thermalfoundation:armor.boots_electrum, Electrum Boots
thermalfoundation:armor.helmet_invar, Invar Helmet
thermalfoundation:armor.plate_invar, Invar Chestplate
thermalfoundation:armor.legs_invar, Invar Leggings
thermalfoundation:armor.boots_invar, Invar Boots
thermalfoundation:armor.helmet_bronze, Bronze Helmet
thermalfoundation:armor.plate_bronze, Bronze Chestplate
thermalfoundation:armor.legs_bronze, Bronze Leggings
thermalfoundation:armor.boots_bronze, Bronze Boots
thermalfoundation:tool.sword_copper, Copper Sword
thermalfoundation:tool.shovel_copper, Copper Shovel
thermalfoundation:tool.pickaxe_copper, Copper Pickaxe
thermalfoundation:tool.axe_copper, Copper Axe
thermalfoundation:tool.hoe_copper, Copper Hoe
thermalfoundation:tool.bow_copper, Copper Reinforced Bow
thermalfoundation:tool.fishing_rod_copper, Copper Fishing Rod
thermalfoundation:tool.shears_copper, Copper Shears
thermalfoundation:tool.sickle_copper, Copper Sickle
thermalfoundation:tool.hammer_copper, Copper Hammer
thermalfoundation:tool.shield_copper, Copper Shield
thermalfoundation:tool.sword_tin, Tin Sword
thermalfoundation:tool.shovel_tin, Tin Shovel
thermalfoundation:tool.pickaxe_tin, Tin Pickaxe
thermalfoundation:tool.axe_tin, Tin Axe
thermalfoundation:tool.hoe_tin, Tin Hoe
thermalfoundation:tool.bow_tin, Tin Reinforced Bow
thermalfoundation:tool.fishing_rod_tin, Tin Fishing Rod
thermalfoundation:tool.shears_tin, Tin Shears
thermalfoundation:tool.sickle_tin, Tin Sickle
thermalfoundation:tool.hammer_tin, Tin Hammer
thermalfoundation:tool.shield_tin, Tin Shield
thermalfoundation:tool.sword_silver, Silver Sword
thermalfoundation:tool.shovel_silver, Silver Shovel
thermalfoundation:tool.pickaxe_silver, Silver Pickaxe
thermalfoundation:tool.axe_silver, Silver Axe
thermalfoundation:tool.hoe_silver, Silver Hoe
thermalfoundation:tool.bow_silver, Silver Reinforced Bow
thermalfoundation:tool.fishing_rod_silver, Silver Fishing Rod
thermalfoundation:tool.shears_silver, Silver Shears
thermalfoundation:tool.sickle_silver, Silver Sickle
thermalfoundation:tool.hammer_silver, Silver Hammer
thermalfoundation:tool.shield_silver, Silver Shield
thermalfoundation:tool.sword_lead, Lead Sword
thermalfoundation:tool.shovel_lead, Lead Shovel
thermalfoundation:tool.pickaxe_lead, Lead Pickaxe
thermalfoundation:tool.axe_lead, Lead Axe
thermalfoundation:tool.hoe_lead, Lead Hoe
thermalfoundation:tool.bow_lead, Lead Reinforced Bow
thermalfoundation:tool.fishing_rod_lead, Lead Fishing Rod
thermalfoundation:tool.shears_lead, Lead Shears
thermalfoundation:tool.sickle_lead, Lead Sickle
thermalfoundation:tool.hammer_lead, Lead Hammer
thermalfoundation:tool.shield_lead, Lead Shield
thermalfoundation:tool.sword_nickel, Nickel Sword
thermalfoundation:tool.shovel_nickel, Nickel Shovel
thermalfoundation:tool.pickaxe_nickel, Nickel Pickaxe
thermalfoundation:tool.axe_nickel, Nickel Axe
thermalfoundation:tool.hoe_nickel, Nickel Hoe
thermalfoundation:tool.bow_nickel, Nickel Reinforced Bow
thermalfoundation:tool.fishing_rod_nickel, Nickel Fishing Rod
thermalfoundation:tool.shears_nickel, Nickel Shears
thermalfoundation:tool.sickle_nickel, Nickel Sickle
thermalfoundation:tool.hammer_nickel, Nickel Hammer
thermalfoundation:tool.shield_nickel, Nickel Shield
thermalfoundation:tool.sword_platinum, Platinum Sword
thermalfoundation:tool.shovel_platinum, Platinum Shovel
thermalfoundation:tool.pickaxe_platinum, Platinum Pickaxe
thermalfoundation:tool.axe_platinum, Platinum Axe
thermalfoundation:tool.hoe_platinum, Platinum Hoe
thermalfoundation:tool.bow_platinum, Platinum Reinforced Bow
thermalfoundation:tool.fishing_rod_platinum, Platinum Fishing Rod
thermalfoundation:tool.shears_platinum, Platinum Shears
thermalfoundation:tool.sickle_platinum, Platinum Sickle
thermalfoundation:tool.hammer_platinum, Platinum Hammer
thermalfoundation:tool.shield_platinum, Platinum Shield
thermalfoundation:tool.sword_electrum, Electrum Sword
thermalfoundation:tool.shovel_electrum, Electrum Shovel
thermalfoundation:tool.pickaxe_electrum, Electrum Pickaxe
thermalfoundation:tool.axe_electrum, Electrum Axe
thermalfoundation:tool.hoe_electrum, Electrum Hoe
thermalfoundation:tool.bow_electrum, Electrum Reinforced Bow
thermalfoundation:tool.fishing_rod_electrum, Electrum Fishing Rod
thermalfoundation:tool.shears_electrum, Electrum Shears
thermalfoundation:tool.sickle_electrum, Electrum Sickle
thermalfoundation:tool.hammer_electrum, Electrum Hammer
thermalfoundation:tool.shield_electrum, Electrum Shield
thermalfoundation:tool.sword_invar, Invar Sword
thermalfoundation:tool.shovel_invar, Invar Shovel
thermalfoundation:tool.pickaxe_invar, Invar Pickaxe
thermalfoundation:tool.axe_invar, Invar Axe
thermalfoundation:tool.hoe_invar, Invar Hoe
thermalfoundation:tool.bow_invar, Invar Reinforced Bow
thermalfoundation:tool.fishing_rod_invar, Invar Fishing Rod
thermalfoundation:tool.shears_invar, Invar Shears
thermalfoundation:tool.sickle_invar, Invar Sickle
thermalfoundation:tool.hammer_invar, Invar Hammer
thermalfoundation:tool.shield_invar, Invar Shield
thermalfoundation:tool.sword_bronze, Bronze Sword
thermalfoundation:tool.shovel_bronze, Bronze Shovel
thermalfoundation:tool.pickaxe_bronze, Bronze Pickaxe
thermalfoundation:tool.axe_bronze, Bronze Axe
thermalfoundation:tool.hoe_bronze, Bronze Hoe
thermalfoundation:tool.bow_bronze, Bronze Reinforced Bow
thermalfoundation:tool.fishing_rod_bronze, Bronze Fishing Rod
thermalfoundation:tool.shears_bronze, Bronze Shears
thermalfoundation:tool.sickle_bronze, Bronze Sickle
thermalfoundation:tool.hammer_bronze, Bronze Hammer
thermalfoundation:tool.shield_bronze, Bronze Shield
thermalfoundation:tool.shears_wood, Wooden Shears
thermalfoundation:tool.sickle_wood, Wooden Sickle
thermalfoundation:tool.hammer_wood, Wooden Hammer
thermalfoundation:tool.bow_stone, Stone Reinforced Bow
thermalfoundation:tool.fishing_rod_stone, Stone Fishing Rod
thermalfoundation:tool.shears_stone, Stone Shears
thermalfoundation:tool.sickle_stone, Stone Sickle
thermalfoundation:tool.hammer_stone, Stone Hammer
thermalfoundation:tool.shield_stone, Stone Shield
thermalfoundation:tool.bow_iron, Iron Reinforced Bow
thermalfoundation:tool.fishing_rod_iron, Iron Fishing Rod
thermalfoundation:tool.sickle_iron, Iron Sickle
thermalfoundation:tool.hammer_iron, Iron Hammer
thermalfoundation:tool.shield_iron, Iron Shield
thermalfoundation:tool.bow_diamond, Diamond Reinforced Bow
thermalfoundation:tool.fishing_rod_diamond, Diamond Fishing Rod
thermalfoundation:tool.shears_diamond, Diamond Shears
thermalfoundation:tool.sickle_diamond, Diamond Sickle
thermalfoundation:tool.hammer_diamond, Diamond Hammer
thermalfoundation:tool.shield_diamond, Diamond Shield
thermalfoundation:tool.bow_gold, Gold Reinforced Bow
thermalfoundation:tool.fishing_rod_gold, Gold Fishing Rod
thermalfoundation:tool.shears_gold, Gold Shears
thermalfoundation:tool.sickle_gold, Gold Sickle
thermalfoundation:tool.hammer_gold, Gold Hammer
thermalfoundation:tool.shield_gold, Gold Shield
thermalfoundation:fluid_crude_oil, Crude Oil
thermalfoundation:fluid_redstone, Destabilized Redstone
thermalfoundation:fluid_glowstone, Energized Glowstone
thermalfoundation:fluid_ender, Resonant Ender
thermalfoundation:fluid_pyrotheum, Blazing Pyrotheum
thermalfoundation:fluid_cryotheum, Gelid Cryotheum
thermalfoundation:fluid_aerotheum, Zephyrean Aerotheum
thermalfoundation:fluid_petrotheum, Tectonic Petrotheum
thermalfoundation:fluid_mana, Primal Mana
redstonearsenal:storage:0, Fluxed Electrum Block
redstonearsenal:storage:1, Flux Crystal Block
redstonearsenal:material:0, Fluxed Electrum Blend
redstonearsenal:material:32, Fluxed Electrum Ingot
redstonearsenal:material:64, Fluxed Electrum Nugget
redstonearsenal:material:96, Fluxed Electrum Gear
redstonearsenal:material:128, Flux Crystal
redstonearsenal:material:160, Fluxed Armor Plating
redstonearsenal:material:192, Obsidian Rod
redstonearsenal:material:193, Flux-Infused Obsidian Rod
redstonearsenal:armor.helmet_flux, Flux-Infused Helm
redstonearsenal:armor.plate_flux, Flux-Infused Chestplate
redstonearsenal:armor.legs_flux, Flux-Infused Leggings
redstonearsenal:armor.boots_flux, Flux-Infused Boots
redstonearsenal:tool.wrench_flux, Flux-Infused OmniWrench
redstonearsenal:tool.battlewrench_flux, Flux-Infused BattleWrench
redstonearsenal:tool.sword_flux, Flux-Infused Sword
redstonearsenal:tool.shovel_flux, Flux-Infused Shovel
redstonearsenal:tool.pickaxe_flux, Flux-Infused Pickaxe
redstonearsenal:tool.axe_flux, Flux-Infused Axe
redstonearsenal:tool.bow_flux, Flux-Infused Bow
redstonearsenal:tool.fishing_rod_flux, Flux-Infused Fishing Rod
redstonearsenal:tool.sickle_flux, Flux-Infused Sickle
redstonearsenal:tool.hammer_flux, Flux-Infused Hammer
redstonearsenal:tool.shield_flux, Flux-Infused Shield
refinedrelocation:sortingChest, Sorting Chest
refinedrelocation:sortingUpgrade, Sorting Upgrade
refinedrelocation:sorting_iron_chest:0, Sorting Iron Chest
refinedrelocation:sorting_iron_chest:1, Sorting Gold Chest
refinedrelocation:sorting_iron_chest:2, Sorting Diamond Chest
refinedrelocation:sorting_iron_chest:3, Sorting Copper Chest
refinedrelocation:sorting_iron_chest:4, Sorting Silver Chest
refinedrelocation:sorting_iron_chest:5, Sorting Crystal Chest
refinedrelocation:sorting_iron_chest:6, Sorting Obsidian Chest
refinedrelocation:sorting_iron_chest:7, Dirt Chest 9001!!
refinedstorage:controller:0, Controller
refinedstorage:controller:1, Creative Controller
refinedstorage:grid:0, Grid
refinedstorage:grid:1, Crafting Grid
refinedstorage:grid:2, Pattern Grid
refinedstorage:grid:3, Fluid Grid
refinedstorage:crafting_monitor, Crafting Monitor
refinedstorage:crafter, Crafter
refinedstorage:processing_pattern_encoder, Processing Pattern Encoder
refinedstorage:disk_drive, Disk Drive
refinedstorage:storage:0, 1k Storage Block
refinedstorage:storage:1, 4k Storage Block
refinedstorage:storage:2, 16k Storage Block
refinedstorage:storage:3, 64k Storage Block
refinedstorage:storage:4, Creative Storage Block
refinedstorage:fluid_storage:0, 64k Fluid Storage Block
refinedstorage:fluid_storage:1, 128k Fluid Storage Block
refinedstorage:fluid_storage:2, 256k Fluid Storage Block
refinedstorage:fluid_storage:3, 512k Fluid Storage Block
refinedstorage:fluid_storage:4, Creative Fluid Storage Block
refinedstorage:solderer, Solderer
refinedstorage:cable, Cable
refinedstorage:importer, Importer
refinedstorage:exporter, Exporter
refinedstorage:external_storage, External Storage
refinedstorage:constructor, Constructor
refinedstorage:destructor, Destructor
refinedstorage:reader, Reader
refinedstorage:writer, Writer
refinedstorage:detector, Detector
refinedstorage:relay, Relay
refinedstorage:interface, Interface
refinedstorage:fluid_interface, Fluid Interface
refinedstorage:wireless_transmitter, Wireless Transmitter
refinedstorage:machine_casing, Machine Casing
refinedstorage:network_transmitter, Network Transmitter
refinedstorage:network_receiver, Network Receiver
refinedstorage:disk_manipulator, Disk Manipulator
refinedstorage:quartz_enriched_iron, Quartz Enriched Iron
refinedstorage:storage_disk:0, 1k Storage Disk
refinedstorage:storage_disk:1, 4k Storage Disk
refinedstorage:storage_disk:2, 16k Storage Disk
refinedstorage:storage_disk:3, 64k Storage Disk
refinedstorage:storage_disk:4, Creative Storage Disk
refinedstorage:fluid_storage_disk:0, 64k Fluid Storage Disk
refinedstorage:fluid_storage_disk:1, 128k Fluid Storage Disk
refinedstorage:fluid_storage_disk:2, 256k Fluid Storage Disk
refinedstorage:fluid_storage_disk:3, 512k Fluid Storage Disk
refinedstorage:fluid_storage_disk:4, Creative Fluid Storage Disk
refinedstorage:storage_housing, Storage Housing
refinedstorage:pattern, Pattern
refinedstorage:storage_part:0, 1k Storage Part
refinedstorage:storage_part:1, 4k Storage Part
refinedstorage:storage_part:2, 16k Storage Part
refinedstorage:storage_part:3, 64k Storage Part
refinedstorage:fluid_storage_part:0, 64k Fluid Storage Part
refinedstorage:fluid_storage_part:1, 128k Fluid Storage Part
refinedstorage:fluid_storage_part:2, 256k Fluid Storage Part
refinedstorage:fluid_storage_part:3, 512k Fluid Storage Part
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:1, Creative Wireless Grid
refinedstorage:processor:0, Printed Basic Processor
refinedstorage:processor:1, Printed Improved Processor
refinedstorage:processor:2, Printed Advanced Processor
refinedstorage:processor:3, Basic Processor
refinedstorage:processor:4, Improved Processor
refinedstorage:processor:5, Advanced Processor
refinedstorage:processor:6, Printed Silicon
refinedstorage:core:0, Construction Core
refinedstorage:core:1, Destruction Core
refinedstorage:silicon, Silicon
refinedstorage:upgrade:0, Upgrade
refinedstorage:upgrade:1, Range Upgrade
refinedstorage:upgrade:2, Speed Upgrade
refinedstorage:upgrade:3, Crafting Upgrade
refinedstorage:upgrade:4, Stack Upgrade
refinedstorage:upgrade:5, Interdimensional Upgrade
refinedstorage:upgrade:6, Silk Touch Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:grid_filter, Grid Filter
refinedstorage:network_card, Network Card
refinedstorage:wrench, Wrench
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:1, Creative Wireless Crafting Monitor
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:altar_idle, tile.altar_idle.name
xreliquary:altar, Casting Altar
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
xreliquary:alkahestry_tome, item.alkahestry_tome.name
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:mob_ingredient:16, Guardian Spike
